id,host_id,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month
772195193586734462,139504671,57.0,f,2.0,t,t,Indre By,Private room in rental unit,Private room,2,1 shared bath,1.0,1320.4675313807531,5,12,0,0,4.818525443935496,f,0.7332381191537447
993508926988263521,540024469,100.0,f,1.0,t,f,Amager st,Entire rental unit,Entire home/apt,2,1 bath,1.0,860.0,2,20,25,9,4.67,f,3.33
973046361084511805,413314931,57.0,f,1.0,t,t,Amager Vest,Entire rental unit,Entire home/apt,3,1 bath,1.0,1000.0,2,60,107,7,4.86,f,3.75
52551491,36416123,48.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire condo,Entire home/apt,2,1 bath,1.0,1200.0,2,7,178,16,5.0,f,0.59
723099448414722172,5049349,79.0,t,3.0,t,t,Vesterbro-Kongens Enghave,Entire condo,Entire home/apt,5,1 bath,3.0,1400.0,2,30,118,16,4.94,f,1.21
875277330195342299,264510054,99.0,f,1.0,t,t,Indre By,Entire rental unit,Entire home/apt,3,1 bath,1.0,1100.0,2,1125,0,23,4.71,t,3.81
912854361991142365,6819333,67.0,f,4.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,3,1 bath,1.0,1000.0,5,365,0,2,5.0,f,0.37
1012870424135169488,138410278,71.0,f,2.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,3,1 bath,1.0,1440.0,5,365,264,0,4.818525443935496,t,0.7332381191537447
967867948236847699,522585004,87.0,f,1.0,t,t,Vanløse,Entire home,Entire home/apt,4,2 baths,3.0,1850.0,5,1125,226,10,5.0,f,2.65
935993660634313805,161889522,91.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,2,1 bath,1.0,900.0,2,7,0,10,4.91,f,2.11
29528219,20888179,88.0,t,3.0,t,t,Amager Vest,Private room in condo,Private room,2,1 shared bath,1.0,800.0,3,7,0,33,4.91,f,0.54
29277460,39094324,85.0,f,4.0,t,t,Østerbro,Entire rental unit,Entire home/apt,4,1 bath,2.0,1200.0,5,50,0,16,5.0,f,0.27
35336225,174788605,71.55430761099366,f,1.0,t,f,Amager Vest,Entire townhouse,Entire home/apt,6,2 baths,6.0,1320.4675313807531,2,14,0,4,4.75,f,0.08
30406008,3732971,100.0,f,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,4,1 bath,3.0,815.0,3,3,0,9,5.0,f,0.16
2971045,15159669,21.0,f,3.0,t,t,Vesterbro-Kongens Enghave,Entire condo,Entire home/apt,5,2 baths,3.0,2050.0,3,4,336,10,5.0,f,0.5
770889046833784166,2809280,100.0,f,1.0,t,t,Østerbro,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,5,365,0,3,5.0,f,0.33
24300261,7111269,100.0,f,3.0,t,t,Indre By,Entire rental unit,Entire home/apt,3,1 bath,2.0,1292.0,1,1125,1,45,4.84,f,0.65
1041237361152883685,475332010,46.0,f,4.0,t,t,Østerbro,Private room in rental unit,Private room,2,1 bath,1.0,589.0,1,365,79,0,4.818525443935496,f,0.7332381191537447
35346876,252620371,71.55430761099366,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,4,1 bath,4.0,1320.4675313807531,4,1125,0,11,4.36,f,0.2
35962274,255709433,71.55430761099366,f,1.0,t,t,Vesterbro-Kongens Enghave,Private room in rental unit,Private room,2,1 shared bath,2.0,1320.4675313807531,3,6,0,3,5.0,f,0.06
26588627,125738523,100.0,t,1.0,t,f,Østerbro,Entire rental unit,Entire home/apt,4,1 bath,2.0,1271.0,5,365,0,80,4.88,f,1.22
691081348944843834,474469512,75.0,f,1.0,t,t,Frederiksberg,Entire condo,Entire home/apt,4,1.5 baths,4.0,1800.0,5,9,199,4,5.0,f,0.33
19135006,49534423,100.0,f,15.0,t,t,Frederiksberg,Private room in townhouse,Private room,2,1 private bath,2.0,450.0,3,1125,144,95,4.25,t,1.21
52196102,6438334,90.0,t,2.0,t,t,Amager st,Entire rental unit,Entire home/apt,2,1 bath,1.0,900.0,3,62,15,26,4.88,f,0.94
44384571,24859665,0.0,f,1.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,4,1 bath,3.0,950.0,5,1125,22,3,5.0,f,0.07
674225569327908215,57662402,26.0,f,4.0,t,t,Nørrebro,Entire condo,Entire home/apt,2,1 bath,1.0,879.0,3,7,356,17,5.0,f,1.0
48035449,164771007,100.0,f,14.0,t,t,Amager Vest,Room in aparthotel,Private room,1,1 private bath,1.0,372.0,7,1125,171,20,4.8,f,0.72
25543045,25492912,50.0,f,1.0,t,t,Østerbro,Entire rental unit,Entire home/apt,3,1 bath,1.0,1000.0,3,365,22,1,5.0,f,0.34
696113804029794141,29365402,44.0,f,3.0,t,t,Nørrebro,Entire condo,Entire home/apt,2,1 bath,1.0,889.0,4,7,334,8,5.0,f,0.53
37347614,19769286,93.0,f,1.0,t,t,Amager st,Entire condo,Entire home/apt,2,1 bath,2.0,500.0,6,30,112,16,4.5,f,0.3
829537466014428395,6851773,67.0,t,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,2,1 bath,1.0,1300.0,3,365,320,12,5.0,f,1.46
42507675,310500664,71.55430761099366,f,1.0,t,t,Amager Vest,Entire rental unit,Entire home/apt,3,1 bath,1.0,1320.4675313807531,2,7,0,1,5.0,f,0.02
929461406447077895,177341694,100.0,f,2.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,4,1 bath,1.0,1320.4675313807531,1,365,0,2,5.0,t,0.45
2627439,13455909,100.0,f,1.0,t,f,Nørrebro,Entire condo,Entire home/apt,1,1 bath,1.0,1320.4675313807531,5,60,0,13,5.0,f,0.24
4878210,19324170,0.0,f,1.0,t,t,Indre By,Entire condo,Entire home/apt,2,3 baths,1.0,695.0,5,1125,3,29,4.69,f,0.27
13010594,6878008,100.0,t,3.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,3,1 bath,1.0,1320.4675313807531,2,10,0,25,4.84,f,0.27
912259711456681517,15705920,100.0,f,1.0,t,t,Indre By,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,3,365,0,1,4.0,f,0.18
3394494,1386103,71.55430761099366,f,8.0,t,f,Amager Vest,Private room in rental unit,Private room,1,1 shared bath,1.0,828.0,1,30,0,0,4.818525443935496,f,0.7332381191537447
13267874,56382799,42.0,f,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,4,1 bath,4.0,1320.4675313807531,5,1125,0,32,4.56,f,0.35
635815345234099803,60878765,23.0,f,2.0,t,t,Nørrebro,Entire condo,Entire home/apt,2,1 bath,1.0,1320.4675313807531,8,1125,0,7,4.86,f,0.39
19013686,132657174,71.55430761099366,f,1.0,t,f,Frederiksberg,Entire rental unit,Entire home/apt,6,1 bath,4.0,1320.4675313807531,2,1125,0,35,4.77,t,0.44
13249838,4551666,71.55430761099366,f,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,2,1125,0,57,4.81,f,0.63
661416286183847382,60937970,100.0,f,2.0,t,t,Amager st,Entire condo,Entire home/apt,4,1 bath,2.0,1320.4675313807531,3,1125,0,5,4.6,f,0.4
731170897620228971,6709781,71.55430761099366,f,3.0,t,t,Nørrebro,Entire condo,Entire home/apt,4,1 bath,2.0,1320.4675313807531,7,365,0,0,4.818525443935496,f,0.7332381191537447
22613545,128331994,71.55430761099366,f,1.0,t,t,Indre By,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,4,1125,0,0,4.818525443935496,f,0.7332381191537447
27026956,5224783,30.0,f,1.0,t,t,Vanløse,Entire home,Entire home/apt,8,1 bath,4.0,1500.0,7,21,173,10,5.0,f,0.18
28075676,117811599,100.0,f,4.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,2,1125,0,40,4.95,f,0.62
23775904,61346041,71.55430761099366,f,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,6,1 bath,3.0,1320.4675313807531,4,20,0,6,4.83,t,0.09
27601710,66714995,100.0,f,1.0,t,f,Amager Vest,Entire townhouse,Entire home/apt,5,1 bath,2.0,1050.0,5,1125,0,9,4.78,f,0.14
27648321,83576835,71.55430761099366,f,3.0,t,f,Amager Vest,Entire rental unit,Entire home/apt,5,1 bath,5.0,1320.4675313807531,2,1125,0,3,5.0,f,0.05
31193578,7815447,100.0,f,1.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,5,1 bath,3.0,1320.4675313807531,5,1125,0,27,4.96,f,0.5
28628664,10998729,71.55430761099366,f,2.0,t,t,Amager Vest,Entire home,Entire home/apt,7,2 baths,4.0,1320.4675313807531,15,21,0,0,4.818525443935496,f,0.7332381191537447
28625685,216020550,71.55430761099366,f,1.0,t,t,Valby,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,14,1125,0,1,5.0,t,0.02
32776178,8630397,71.55430761099366,f,2.0,t,t,Bispebjerg,Entire rental unit,Entire home/apt,3,1 bath,2.0,1320.4675313807531,5,1125,0,3,5.0,f,0.05
31494752,16618666,71.55430761099366,f,3.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,2,20,0,25,4.92,f,0.42
33113979,36961485,71.55430761099366,f,1.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,6,1 bath,5.0,1010.0,2,14,0,1,5.0,f,0.02
31503384,20203925,100.0,f,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,2,1125,0,26,4.85,t,0.44
32788817,246648522,100.0,t,2.0,t,t,Frederiksberg,Private room in home,Private room,2,Shared half-bath,2.0,1320.4675313807531,1,4,0,109,4.95,t,1.87
776743020807924261,193616479,100.0,f,2.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,3,1125,0,6,5.0,f,0.54
33154016,241849257,100.0,t,1.0,t,t,Østerbro,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,2,90,0,25,4.68,t,0.43
759350950141918586,515613,71.55430761099366,f,1.0,t,t,Østerbro,Entire condo,Entire home/apt,2,1 bath,1.0,1320.4675313807531,3,30,0,0,4.818525443935496,f,0.7332381191537447
27588337,124412815,100.0,f,1.0,t,t,Bispebjerg,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,4,1125,0,4,5.0,f,0.06
36063539,5773636,100.0,f,6.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,3,1125,0,11,4.36,f,0.2
19359275,31955949,100.0,f,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,4,1 bath,3.0,1320.4675313807531,3,300,0,11,4.91,f,0.15
777423429760168684,65466446,100.0,f,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,4,1 bath,2.0,1320.4675313807531,2,17,0,5,4.6,f,0.45
6621330,13969971,80.0,t,1.0,t,t,Amager Vest,Private room in rental unit,Private room,1,1 shared bath,1.0,525.0,2,3,0,153,4.83,f,1.47
896148285815372141,36360364,88.0,f,5.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,5,1 bath,3.0,1500.0,1,365,363,4,5.0,f,0.81
42183235,26240168,100.0,f,2.0,t,t,Amager Vest,Entire home,Entire home/apt,7,2 baths,4.0,1795.0,7,14,81,1,4.0,f,0.02
982617342209325050,2706204,56.0,f,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,4,1 bath,2.0,1250.0,2,8,0,5,5.0,f,1.65
607678105257695847,437675172,99.0,f,13.0,t,t,Indre By,Entire rental unit,Entire home/apt,7,1 bath,3.0,1055.0,2,999,0,110,4.76,f,5.43
947860381545538226,529058965,100.0,f,1.0,t,t,Indre By,Entire rental unit,Entire home/apt,2,1 bath,2.0,1795.0,3,365,0,11,5.0,f,2.29
18317736,127818,96.0,t,2.0,t,t,Indre By,Entire rental unit,Entire home/apt,2,1 bath,1.0,971.0,3,1125,89,84,4.81,f,1.04
27042010,94075931,100.0,f,1.0,t,t,Nørrebro,Entire condo,Entire home/apt,5,1 bath,4.0,1000.0,100,365,90,3,4.67,t,0.17
7849626,41363382,100.0,t,3.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,5,1 bath,5.0,1500.0,3,14,151,85,4.92,t,0.85
29414278,29026070,100.0,f,1.0,t,t,Amager Vest,Entire rental unit,Entire home/apt,6,1 bath,5.0,1320.4675313807531,3,1125,0,26,4.92,f,0.42
33428310,198466251,78.0,f,1.0,t,t,Østerbro,Private room in condo,Private room,2,1 shared bath,2.0,467.0,1,365,0,15,5.0,f,3.19
27166308,82870297,67.0,f,4.0,t,t,Nørrebro,Entire condo,Entire home/apt,7,2 baths,3.0,1378.0,3,1125,0,7,5.0,f,0.23
31259649,40197670,75.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,4,1 bath,1.0,1320.4675313807531,2,5,0,7,4.86,f,0.13
33581896,253043818,71.55430761099366,f,1.0,t,f,Indre By,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,3,30,0,18,4.94,t,0.31
34060152,10619767,71.55430761099366,f,1.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,4,21,0,12,4.92,f,0.21
25024544,105814981,71.55430761099366,f,2.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,4,1 bath,4.0,1320.4675313807531,3,30,0,15,4.73,f,0.22
780303439224800900,240726476,100.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Private room in rental unit,Private room,2,1 shared bath,1.0,1320.4675313807531,1,10,0,17,4.88,f,1.39
778941973730376332,361619254,85.0,t,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,1,14,0,14,4.93,f,1.35
23235538,172893475,94.0,f,1.0,t,t,Vanløse,Private room in villa,Private room,1,1 shared bath,1.0,313.0,2,1125,75,185,4.77,f,2.6
30127028,105291907,71.55430761099366,f,1.0,t,f,Indre By,Entire condo,Entire home/apt,5,1.5 baths,6.0,1320.4675313807531,3,21,0,1,5.0,f,0.06
833034287285174971,10031772,72.0,f,2.0,t,t,Vanløse,Entire condo,Entire home/apt,3,1 bath,2.0,1000.0,3,6,18,8,4.88,f,0.85
919613195329293559,494320140,24.0,f,1.0,t,t,Indre By,Private room in rental unit,Private room,2,1 bath,1.0,800.0,1,365,265,1,5.0,f,0.24
2123545,6092845,100.0,f,1.0,t,t,Indre By,Entire rental unit,Entire home/apt,3,1 bath,1.0,1200.0,3,1125,0,34,4.71,f,0.29
33488634,125473333,100.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,4,1 bath,1.0,1320.4675313807531,2,30,0,7,5.0,t,0.13
23885084,38414016,47.0,t,3.0,t,t,Nørrebro,Private room in rental unit,Private room,1,1 shared bath,1.0,1320.4675313807531,30,180,0,10,4.7,f,0.14
794025382690541681,230375345,50.0,f,1.0,t,t,Østerbro,Entire rental unit,Entire home/apt,1,1 bath,1.0,1320.4675313807531,1,365,0,8,4.88,f,0.69
625130796496250992,6723499,78.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire condo,Entire home/apt,4,1 bath,3.0,1100.0,4,365,146,2,5.0,f,0.11
913782012062877865,57275305,50.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,4,1 bath,2.0,1150.0,4,14,209,3,4.0,f,0.59
26440202,17331027,71.55430761099366,f,1.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,2,1125,0,14,5.0,f,0.21
801411747192313862,6766347,100.0,f,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,1,1125,0,13,4.77,t,1.15
43714052,68999237,71.55430761099366,f,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,5,1 bath,3.0,1100.0,3,1125,0,12,4.33,f,0.28
13539330,77881407,50.0,f,1.0,t,t,Amager Vest,Entire condo,Entire home/apt,4,1 bath,4.0,1320.4675313807531,3,30,0,31,4.58,f,0.34
27780385,28238745,0.0,f,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,3,1 bath,2.0,1320.4675313807531,5,1125,0,22,4.91,f,0.34
25699595,13398726,71.55430761099366,f,1.0,t,t,Bispebjerg,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,4,10,0,11,4.91,f,0.17
722318039052939453,452509005,71.55430761099366,f,2.0,t,t,Østerbro,Entire condo,Entire home/apt,2,1 bath,1.0,2000.0,2,365,0,5,4.8,f,0.34
14459964,31793595,100.0,f,2.0,t,t,Vesterbro-Kongens Enghave,Entire condo,Entire home/apt,2,1 bath,1.0,1320.4675313807531,2,1125,0,12,4.42,f,0.16
28581995,21142330,71.55430761099366,f,1.0,t,t,Indre By,Entire rental unit,Entire home/apt,5,2 baths,3.0,1320.4675313807531,4,1125,0,4,5.0,t,0.07
752165973582246470,33667528,100.0,f,3.0,t,t,Vanløse,Entire condo,Entire home/apt,2,1 bath,1.0,1320.4675313807531,3,30,0,31,4.74,f,2.21
29251652,220380107,71.55430761099366,f,2.0,t,t,Indre By,Entire rental unit,Entire home/apt,8,2 baths,4.0,1320.4675313807531,1,1125,0,16,5.0,f,0.25
35905816,217690,89.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,4,1 bath,3.0,1320.4675313807531,2,1125,0,13,4.92,f,0.24
722909136415217977,480809261,61.0,f,2.0,t,t,Østerbro,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,1,365,0,16,4.88,f,1.06
678165914479606574,117496795,100.0,f,2.0,t,t,Vesterbro-Kongens Enghave,Entire condo,Entire home/apt,4,1 bath,2.0,1750.0,3,50,9,6,4.83,f,0.38
35874298,2738193,71.55430761099366,f,1.0,t,f,Bispebjerg,Entire rental unit,Entire home/apt,5,1 bath,7.0,1320.4675313807531,4,1125,0,9,4.78,f,0.17
21743123,127235635,71.55430761099366,f,1.0,t,t,Brønshøj-Husum,Entire condo,Entire home/apt,6,1 bath,3.0,1320.4675313807531,1,730,0,7,4.86,f,0.36
965960794207130386,43565109,100.0,f,2.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,2,1 bath,1.0,840.0,1,365,9,2,4.0,f,0.62
796936014759555919,32518535,100.0,f,3.0,t,t,Valby,Entire home,Entire home/apt,5,1 bath,4.0,1320.4675313807531,5,365,0,1,5.0,f,0.1
49993770,403184911,50.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire condo,Entire home/apt,3,1.5 baths,1.0,950.0,15,1125,154,22,5.0,f,0.73
28686914,73701450,89.0,f,2.0,t,t,Østerbro,Entire rental unit,Entire home/apt,2,1 bath,1.0,870.0,6,60,164,22,5.0,f,0.4
35874025,210098774,100.0,f,1.0,t,t,Vanløse,Entire villa,Entire home/apt,8,1.5 baths,6.0,1320.4675313807531,4,30,0,10,4.8,f,0.18
42146821,10007727,100.0,f,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,4,730,0,4,5.0,f,0.94
974303747047757272,535750359,100.0,f,2.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,3,1 bath,2.0,1750.0,2,365,61,3,5.0,f,1.02
43653960,5765711,71.55430761099366,f,3.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,3,1 bath,3.0,1320.4675313807531,3,1125,0,5,4.6,f,0.12
43598370,136059363,71.55430761099366,f,1.0,t,t,Amager st,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,4,30,0,31,4.61,t,0.72
855767522972722319,2895649,0.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,4,1 bath,2.0,1320.4675313807531,14,30,0,0,4.818525443935496,f,0.7332381191537447
18221906,17729761,75.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,5,1 bath,7.0,3595.0,2,1125,362,22,4.82,f,0.27
3243814,15673743,100.0,f,1.0,t,t,Nørrebro,Entire condo,Entire home/apt,6,1 bath,3.0,1320.4675313807531,5,21,0,17,4.76,t,0.19
15947246,27366019,71.55430761099366,f,1.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,2,1 bath,1.0,745.0,4,25,0,28,4.75,f,0.35
688182861154771971,35484598,71.0,t,1.0,t,f,Vanløse,Entire rental unit,Entire home/apt,2,1 bath,1.0,549.0,4,1125,83,20,5.0,f,1.21
32417553,40489304,100.0,f,1.0,t,f,Nørrebro,Entire rental unit,Entire home/apt,4,1 bath,1.0,1320.4675313807531,5,35,0,20,5.0,f,0.34
905910989329885947,498588133,91.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,5,2 baths,2.0,1894.0,3,20,328,4,5.0,f,0.65
767332481062849471,43482668,100.0,f,2.0,t,f,Frederiksberg,Entire rental unit,Entire home/apt,2,1 bath,1.0,1100.0,1,365,143,10,5.0,f,1.21
668762317675285930,258804285,100.0,f,1.0,t,t,Valby,Entire condo,Entire home/apt,2,1 bath,1.0,1320.4675313807531,2,14,0,17,4.76,f,0.98
747102861852393304,15302902,91.0,t,1.0,t,t,Vesterbro-Kongens Enghave,Entire condo,Entire home/apt,4,1 bath,2.0,1320.4675313807531,3,365,0,8,4.88,f,0.61
689193810438035299,452342826,96.0,t,3.0,t,t,Vesterbro-Kongens Enghave,Private room in condo,Private room,1,1 shared bath,1.0,500.0,2,365,0,56,4.96,f,3.34
9407356,35357891,33.0,f,1.0,t,t,Amager st,Entire condo,Entire home/apt,4,1 bath,2.0,779.0,2,7,348,28,4.96,f,0.29
648413803967103325,5194088,75.0,f,1.0,t,t,Valby,Entire townhouse,Entire home/apt,7,1.5 baths,3.0,1550.0,3,14,46,7,5.0,f,0.39
24081673,35471235,38.0,f,1.0,t,t,Nørrebro,Entire loft,Entire home/apt,4,1 bath,1.0,1750.0,6,1125,89,11,5.0,f,0.17
749910640974761906,485418113,99.0,f,20.0,t,t,Amager Vest,Entire condo,Entire home/apt,6,2 baths,4.0,2347.0,3,365,341,2,5.0,t,0.86
39345181,29585046,75.0,f,1.0,t,t,Bispebjerg,Entire rental unit,Entire home/apt,6,1 bath,4.0,900.0,2,1125,36,20,4.95,f,0.4
815854931600296310,238924872,0.0,f,1.0,t,t,Indre By,Entire rental unit,Entire home/apt,2,1 bath,1.0,420.0,85,89,301,0,4.818525443935496,f,0.7332381191537447
882534928303585297,87430790,60.0,f,2.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,2,1 bath,1.0,1900.0,2,60,365,2,5.0,f,0.3
25441960,192045954,0.0,f,1.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,2,1 bath,1.0,999.0,3,1125,145,28,4.82,f,0.41
882492679896872860,10009173,67.0,f,3.0,t,t,Østerbro,Entire rental unit,Entire home/apt,2,1 bath,1.0,1000.0,5,30,83,10,4.9,f,1.43
963686462007011409,406668914,80.0,f,1.0,t,t,Amager st,Entire rental unit,Entire home/apt,2,1 bath,1.0,1900.0,2,10,117,4,5.0,f,1.5
938408830119749628,526521492,67.0,f,1.0,t,f,Frederiksberg,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,3,14,0,1,5.0,f,0.23
1018721692396969826,62405478,33.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,2,1 bath,1.0,939.0,3,14,30,0,4.818525443935496,f,0.7332381191537447
964348338860014394,521395743,71.55430761099366,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,2,1 bath,1.0,2400.0,100,300,88,0,4.818525443935496,f,0.7332381191537447
927570273347652368,121007492,33.0,f,1.0,t,t,Østerbro,Entire rental unit,Entire home/apt,2,1 bath,1.0,800.0,1,365,186,2,4.5,f,0.55
589006014594795287,52232225,71.55430761099366,t,2.0,t,t,Vanløse,Entire rental unit,Entire home/apt,4,1 bath,3.0,1320.4675313807531,2,6,0,28,5.0,f,1.31
40471422,34633399,92.0,f,3.0,t,t,Østerbro,Entire rental unit,Entire home/apt,2,1 bath,1.0,519.0,7,1125,6,0,4.818525443935496,f,0.7332381191537447
44398798,358300037,96.0,f,1.0,t,t,Nørrebro,Entire condo,Entire home/apt,2,1 bath,1.0,1320.4675313807531,3,200,0,16,4.88,f,1.21
596924785315648562,50641091,71.55430761099366,f,3.0,t,t,Nørrebro,Entire condo,Entire home/apt,4,1 bath,1.0,1320.4675313807531,2,20,0,5,3.8,f,0.25
45346727,67842555,71.55430761099366,f,1.0,t,t,Amager Vest,Entire rental unit,Entire home/apt,7,1 bath,3.0,1320.4675313807531,3,1125,0,0,4.818525443935496,f,0.7332381191537447
593538210606124644,371266510,100.0,f,1.0,t,t,Indre By,Entire condo,Entire home/apt,4,1 bath,2.0,1320.4675313807531,4,365,0,7,4.86,f,0.78
42580905,2555426,46.0,f,5.0,t,t,Østerbro,Entire rental unit,Entire home/apt,4,1 bath,2.0,1193.0,7,7,178,4,5.0,f,0.11
10776865,55748786,71.55430761099366,f,1.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,6,2 baths,3.0,943.0,30,120,0,0,4.818525443935496,f,0.7332381191537447
6755560,2025318,100.0,t,1.0,t,t,Vanløse,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,4,120,0,139,4.69,f,1.35
886011640665850330,504284504,80.0,f,2.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,4,1 bath,3.0,1320.4675313807531,5,5,0,3,5.0,f,0.5
52479442,123013550,100.0,f,1.0,t,t,Østerbro,Entire condo,Entire home/apt,2,1 bath,1.0,1086.0,3,365,5,8,5.0,f,0.39
17235471,61090749,90.0,f,1.0,t,t,Bispebjerg,Entire rental unit,Entire home/apt,3,1 bath,1.0,1320.4675313807531,2,1125,0,45,4.67,f,0.57
24152871,62915007,100.0,f,2.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,4,1 bath,2.0,1320.4675313807531,2,1125,0,27,4.85,t,0.39
889611589844317897,77299737,55.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,6,1 bath,2.0,1320.4675313807531,2,7,0,3,5.0,f,0.56
26860250,128068992,71.55430761099366,f,2.0,t,f,Amager st,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,2,7,0,2,5.0,f,0.03
874798945032281073,9180618,38.0,f,6.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,2,1 bath,1.0,1093.0,5,8,0,8,5.0,f,1.6
25415171,171244320,100.0,f,1.0,t,t,Nørrebro,Entire condo,Entire home/apt,4,1 bath,4.0,1450.0,7,21,145,3,5.0,f,0.17
26743414,187610263,98.0,f,595.0,t,t,Indre By,Entire rental unit,Entire home/apt,2,1 bath,1.0,686.0,1,1125,0,9,3.89,f,0.15
755505042836482739,182233780,100.0,t,1.0,t,t,Nørrebro,Entire condo,Entire home/apt,2,1 bath,1.0,1320.4675313807531,5,14,0,10,4.9,f,0.77
30771615,133585679,50.0,f,1.0,t,t,Indre By,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,10,35,0,8,4.75,f,0.13
