id,host_id,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,instant_bookable,reviews_per_month
2236203,10073076,100.0,f,5.0,t,t,Amager Vest,Private room in rental unit,Private room,2,1 shared bath,1.0,1320.4675313807531,2,1125,0,37,4.7,f,0.32
1711798,9026709,71.55430761099366,f,1.0,t,f,Nørrebro,Entire rental unit,Entire home/apt,3,1 bath,3.0,573.0,16,16,0,0,4.818525443935496,f,0.7332381191537447
899866026961272107,17067550,48.0,f,1.0,t,t,Østerbro,Entire rental unit,Entire home/apt,2,1 bath,1.0,1195.0,6,300,360,10,5.0,f,1.67
52817486,69849072,40.0,t,1.0,t,t,Østerbro,Entire condo,Entire home/apt,2,1 bath,1.0,1320.4675313807531,4,30,0,21,4.95,f,0.8
927361257888752235,523438799,71.0,f,1.0,t,f,Østerbro,Entire rental unit,Entire home/apt,2,1 bath,1.0,900.0,1,1125,147,15,4.53,f,2.57
633095982875506912,53938243,84.0,f,1.0,t,t,Vanløse,Entire condo,Entire home/apt,2,1 bath,1.0,750.0,2,1125,35,25,5.0,f,1.3
932428492323611716,182778368,20.0,f,2.0,t,t,Frederiksberg,Private room in rental unit,Private room,1,1 shared bath,1.0,350.0,7,1125,179,0,4.818525443935496,f,0.7332381191537447
2766765,7973971,83.0,t,3.0,t,t,Vanløse,Private room in rental unit,Private room,1,Shared half-bath,1.0,1320.4675313807531,3,1125,0,114,4.75,f,0.97
54091232,200754735,100.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire condo,Entire home/apt,3,1 bath,1.0,1320.4675313807531,2,14,0,8,4.88,f,0.35
548823232580681868,437864658,99.0,f,767.0,t,t,Indre By,Entire rental unit,Entire home/apt,3,1 bath,2.0,1438.0,1,1125,1,23,4.65,t,1.0
53885559,68142652,71.55430761099366,f,3.0,t,t,Vesterbro-Kongens Enghave,Entire serviced apartment,Entire home/apt,2,1 bath,1.0,1320.4675313807531,5,365,0,2,5.0,f,0.09
2844814,12958819,71.55430761099366,f,1.0,t,t,Valby,Private room in home,Private room,3,1 bath,3.0,1320.4675313807531,1,5,0,17,4.65,f,0.15
545513103439054792,132283106,100.0,t,1.0,t,t,Indre By,Entire condo,Entire home/apt,2,1 bath,1.0,1320.4675313807531,2,17,0,26,4.85,f,1.17
563584074354313067,445339334,100.0,f,1.0,t,f,Østerbro,Entire condo,Entire home/apt,2,1 bath,1.0,1320.4675313807531,5,7,0,2,5.0,t,0.38
601132891951018770,61906030,67.0,f,2.0,t,t,Brønshøj-Husum,Entire villa,Entire home/apt,7,2 baths,5.0,1320.4675313807531,2,365,0,6,5.0,f,0.29
581032265005470986,2892780,71.55430761099366,f,2.0,t,t,Indre By,Entire condo,Entire home/apt,2,1 bath,1.0,1100.0,28,95,0,2,5.0,f,0.11
569584615949316485,300768317,90.0,f,3.0,t,t,Østerbro,Entire condo,Entire home/apt,2,1 bath,1.0,1000.0,2,10,0,14,4.86,f,0.64
601263125785428002,167361459,71.55430761099366,f,1.0,t,t,Indre By,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,1,365,0,1,5.0,f,0.05
618676383083565230,177316755,71.55430761099366,f,1.0,t,f,Frederiksberg,Entire condo,Entire home/apt,3,1 bath,2.0,1320.4675313807531,3,14,0,4,4.75,f,0.22
614282181794197965,288846124,94.0,t,1.0,t,t,Indre By,Entire condo,Entire home/apt,2,1 bath,1.0,1320.4675313807531,4,365,0,10,4.8,f,0.9
3536990,17807602,71.55430761099366,f,1.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,6,1 bath,6.0,1320.4675313807531,4,1125,0,28,4.86,f,0.25
613636677639919247,36320114,86.0,t,2.0,t,f,Østerbro,Private room in rental unit,Private room,2,1 private bath,1.0,1320.4675313807531,2,6,0,21,4.9,f,1.05
4790331,10004297,71.55430761099366,f,1.0,t,t,Valby,Private room in rental unit,Private room,2,1 bath,1.0,1320.4675313807531,7,8,0,1,5.0,f,0.01
623882392828913941,141747528,100.0,f,1.0,t,t,Amager Vest,Entire condo,Entire home/apt,2,1 bath,1.0,800.0,1,30,0,5,4.8,f,0.29
4222205,21912498,71.55430761099366,f,2.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,10,1125,0,18,4.67,f,0.16
5080398,24631998,71.55430761099366,f,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,4,1 bath,1.0,1320.4675313807531,3,21,0,8,4.63,f,0.08
6343202,102729838,71.55430761099366,f,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,3,1 bath,1.0,800.0,4,14,0,39,4.79,f,0.38
6228984,32314517,83.0,f,2.0,t,t,Amager Vest,Entire rental unit,Entire home/apt,2,1 bath,1.0,666.0,6,60,8,120,4.89,f,1.15
6674954,34935199,80.0,f,1.0,t,t,Brønshøj-Husum,Entire townhouse,Entire home/apt,4,2 baths,2.0,800.0,4,14,0,3,5.0,f,1.17
6334520,31793701,100.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,5,1 bath,2.0,1320.4675313807531,3,30,0,4,5.0,f,0.23
6553248,34273955,67.0,f,2.0,t,t,Østerbro,Entire rental unit,Entire home/apt,3,1 bath,1.0,1320.4675313807531,3,4000,0,3,4.67,f,0.03
639584729323836688,12265807,71.55430761099366,f,1.0,t,t,Østerbro,Private room in condo,Private room,2,1 shared bath,1.0,1320.4675313807531,4,1125,0,1,4.0,f,0.06
638304822762548317,301125,100.0,f,2.0,t,t,Indre By,Entire condo,Entire home/apt,4,1 bath,2.0,1320.4675313807531,2,30,0,2,5.0,f,0.11
646074605971171071,49477847,62.0,f,1.0,t,t,Amager Vest,Entire rental unit,Entire home/apt,6,1 bath,1.0,1300.0,2,365,0,9,4.9,f,0.49
638047313497745973,129907219,90.0,t,1.0,t,t,Indre By,Entire condo,Entire home/apt,4,1 bath,2.0,1320.4675313807531,2,365,0,22,5.0,f,1.18
642748334453825091,28279045,22.0,f,6.0,t,t,Østerbro,Entire condo,Entire home/apt,2,1 bath,1.0,1320.4675313807531,4,365,0,8,5.0,f,0.45
7894660,16957797,73.0,f,2.0,t,t,Østerbro,Entire rental unit,Entire home/apt,7,1 bath,4.0,1200.0,5,1125,4,28,4.96,f,0.28
7269699,38063660,94.0,t,2.0,t,t,Amager Vest,Entire home,Entire home/apt,4,1 bath,6.0,1320.4675313807531,3,1125,0,36,4.89,f,0.42
7052056,3589588,100.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire condo,Entire home/apt,4,1 bath,2.0,1320.4675313807531,3,30,0,58,4.78,f,0.56
50287293,2893544,100.0,f,5.0,t,t,Vanløse,Entire condo,Entire home/apt,2,1 bath,1.0,660.0,2,1125,293,87,4.7,t,2.86
8476938,24039135,20.0,f,1.0,t,t,Valby,Entire condo,Entire home/apt,2,1 bath,2.0,656.0,25,500,184,0,4.818525443935496,f,0.7332381191537447
25794282,193842320,71.55430761099366,f,1.0,t,f,Østerbro,Entire rental unit,Entire home/apt,4,1 bath,3.0,1320.4675313807531,1,14,0,0,4.818525443935496,f,0.7332381191537447
653932070008026048,465305859,50.0,f,1.0,f,t,Brønshøj-Husum,Entire villa,Entire home/apt,4,2 baths,2.0,640.0,7,7,328,2,5.0,f,0.4
27195147,12528778,100.0,f,1.0,t,f,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,4,1 bath,1.0,999.0,2,8,8,7,4.86,f,0.12
24512951,39003350,50.0,f,1.0,t,t,Bispebjerg,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,6,1125,0,3,5.0,f,0.04
981611904190783207,303275387,92.0,f,1.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,2,1 bath,1.0,750.0,1,365,68,6,4.67,f,2.2
841505641218085181,504160104,0.0,f,2.0,t,t,Amager Vest,Private room in rental unit,Private room,1,1 shared bath,1.0,750.0,1,10,179,0,4.818525443935496,f,0.7332381191537447
4705179,24321610,87.0,t,4.0,t,t,Valby,Entire condo,Entire home/apt,4,1 bath,3.0,1600.0,4,1125,103,90,4.74,f,0.85
24899182,20311137,18.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,6,1 bath,3.0,1900.0,4,18,151,3,5.0,f,0.04
24781388,26160821,71.55430761099366,f,1.0,t,t,Amager Vest,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,3,8,0,29,4.9,f,0.42
9212624,39046505,89.0,f,1.0,t,t,Østerbro,Entire rental unit,Entire home/apt,2,1 bath,1.0,837.0,5,365,3,5,4.8,f,1.14
8992135,9404507,62.0,f,1.0,t,t,Amager st,Entire rental unit,Entire home/apt,4,1 bath,2.0,1320.4675313807531,5,1125,0,21,4.81,f,0.22
9036597,11969684,75.0,f,2.0,t,t,Østerbro,Entire rental unit,Entire home/apt,4,1 bath,2.0,1320.4675313807531,5,1125,0,18,4.83,f,0.18
8969529,13765904,100.0,f,1.0,t,t,Frederiksberg,Entire loft,Entire home/apt,4,1 bath,5.0,1320.4675313807531,5,1125,0,14,5.0,f,0.18
25245915,190743250,100.0,f,3.0,t,t,Amager st,Entire rental unit,Entire home/apt,2,1 bath,2.0,1320.4675313807531,2,730,0,21,4.81,f,0.31
924468699317615520,200547502,100.0,f,1.0,t,f,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,3,1 bath,1.0,832.0,2,7,25,3,5.0,t,0.63
25314010,127165570,100.0,f,1.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,6,1.5 baths,3.0,1320.4675313807531,4,1125,0,29,5.0,f,0.43
25290971,13019132,71.55430761099366,f,1.0,t,f,Nørrebro,Entire rental unit,Entire home/apt,2,1 bath,2.0,1000.0,5,21,0,0,4.818525443935496,f,0.7332381191537447
25764990,62859230,50.0,f,2.0,t,t,Nørrebro,Private room in rental unit,Private room,1,1 shared bath,1.0,1320.4675313807531,3,93,0,4,5.0,f,0.06
25536023,192611311,100.0,f,2.0,t,t,Indre By,Entire rental unit,Entire home/apt,5,1 bath,3.0,1320.4675313807531,7,42,0,39,4.9,f,0.58
25314831,191198653,71.55430761099366,f,1.0,t,f,Bispebjerg,Private room in rental unit,Private room,1,1 shared bath,1.0,260.0,2,40,0,3,3.67,f,0.04
772295188130419143,12960973,0.0,f,1.0,t,t,Brønshøj-Husum,Entire home,Entire home/apt,5,1 bath,2.0,1050.0,5,365,56,1,5.0,f,0.08
739165611678714401,67303249,100.0,f,2.0,t,t,Nørrebro,Entire condo,Entire home/apt,2,1 bath,1.0,1320.4675313807531,3,14,0,6,5.0,t,0.46
881071628727135191,11844475,67.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,4,1 bath,2.0,766.0,4,365,57,1,5.0,f,0.15
25559327,76083876,100.0,f,2.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,2,1 bath,2.0,1320.4675313807531,4,5,0,8,4.88,f,0.12
927927336399928317,4939232,86.0,f,3.0,t,t,Vanløse,Entire condo,Entire home/apt,3,1.5 baths,2.0,1450.0,3,365,8,4,5.0,f,0.78
869248544998202993,82356372,64.0,f,7.0,t,t,Bispebjerg,Entire rental unit,Entire home/apt,2,1 bath,1.0,729.0,3,365,105,20,4.9,f,2.36
620967366503451307,247213933,57.0,f,1.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,3,1 bath,1.0,700.0,2,365,358,31,4.61,f,1.57
50264685,92860870,40.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire condo,Entire home/apt,2,1 bath,1.0,1300.0,3,10,19,24,5.0,f,0.79
913533541671535076,120048856,0.0,f,1.0,t,t,Vanløse,Entire rental unit,Entire home/apt,4,1 bath,2.0,1320.4675313807531,2,49,53,0,4.818525443935496,f,0.7332381191537447
15921115,103301118,0.0,f,1.0,t,t,Vanløse,Entire rental unit,Entire home/apt,4,1 bath,4.0,585.0,2,1125,78,19,4.95,f,0.22
33234659,250237775,100.0,f,1.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,4,1 bath,3.0,851.0,5,30,8,17,5.0,t,0.3
880272839760441300,56004460,55.0,t,3.0,t,t,Østerbro,Entire rental unit,Entire home/apt,3,1 bath,1.0,1400.0,2,14,263,10,5.0,f,1.28
26343809,2998288,80.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,4,1125,0,32,4.91,f,0.48
658660698393415423,370159567,67.0,f,1.0,t,t,Brønshøj-Husum,Entire villa,Entire home/apt,4,2 baths,3.0,750.0,4,7,72,4,5.0,f,0.23
26323270,25250575,100.0,f,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,3,1 bath,2.0,1320.4675313807531,3,1125,0,35,4.89,f,0.52
23954031,180115684,96.0,t,2.0,t,t,Østerbro,Private room in condo,Private room,2,1 shared bath,1.0,793.0,1,1125,347,21,4.9,f,1.0
20702353,6427366,92.0,t,2.0,t,t,Vanløse,Entire home,Entire home/apt,8,2 baths,4.0,1895.0,4,31,8,11,4.91,f,0.15
38253431,192977540,86.0,t,3.0,t,t,Østerbro,Private room in rental unit,Private room,1,1 shared bath,1.0,350.0,2,7,40,67,4.87,f,1.28
29621032,2785812,99.0,t,1.0,t,t,Nørrebro,Private room in rental unit,Private room,2,1 shared bath,1.0,415.0,1,1125,42,332,4.93,f,5.31
693935189106267608,1843383,46.0,f,1.0,t,t,Indre By,Entire condo,Entire home/apt,4,1 bath,3.0,1429.0,5,14,73,4,5.0,f,0.26
41741807,1669113,67.0,f,12.0,t,t,Indre By,Entire rental unit,Entire home/apt,3,1 bath,2.0,1250.0,7,1125,63,12,5.0,f,0.33
1002829912249814181,541947780,50.0,f,1.0,f,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,2,1 bath,1.0,1200.0,1,30,86,2,4.5,f,0.98
53227239,19764836,0.0,f,1.0,t,t,Østerbro,Entire condo,Entire home/apt,2,1 bath,2.0,981.0,3,365,360,3,5.0,f,0.12
963533394755416708,32145716,33.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,2,1 bath,1.0,931.0,2,1125,176,2,5.0,f,1.87
23971635,86835472,71.55430761099366,f,2.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,5,1 bath,4.0,1320.4675313807531,1,1125,0,7,4.86,t,0.1
820836435286601900,150162965,38.0,f,4.0,t,t,Amager Vest,Entire rental unit,Entire home/apt,2,1 bath,1.0,900.0,2,365,26,2,4.5,f,0.19
25795163,2092011,71.0,f,1.0,t,t,Frederiksberg,Private room in rental unit,Private room,2,1 shared bath,1.0,400.0,3,1125,1,59,4.97,f,0.89
30646488,144994786,71.55430761099366,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,6,1 bath,2.0,1320.4675313807531,3,30,0,6,4.5,f,0.1
30558855,229274215,100.0,f,1.0,t,t,Indre By,Entire rental unit,Entire home/apt,6,1.5 baths,4.0,1320.4675313807531,3,1125,0,11,5.0,f,0.18
31900341,9117364,71.55430761099366,f,1.0,t,t,Indre By,Entire rental unit,Entire home/apt,3,1 bath,1.0,1200.0,5,100,0,26,4.92,f,0.44
736805544066230511,21609418,67.0,f,3.0,t,t,Frederiksberg,Entire condo,Entire home/apt,6,1 bath,3.0,1320.4675313807531,1,365,0,5,5.0,f,0.34
726699659430406769,54093596,67.0,f,1.0,t,f,Vesterbro-Kongens Enghave,Entire condo,Entire home/apt,4,1 bath,2.0,1320.4675313807531,2,1125,0,4,4.5,f,0.27
32437683,141647777,71.55430761099366,f,1.0,t,f,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,5,1 bath,3.0,1320.4675313807531,3,6,0,4,5.0,f,0.07
33484625,252306925,71.55430761099366,f,1.0,t,t,Østerbro,Private room in townhouse,Private room,3,1 private bath,2.0,1320.4675313807531,2,1125,0,15,5.0,f,0.26
32442489,11942331,71.55430761099366,f,1.0,t,f,Bispebjerg,Entire rental unit,Entire home/apt,3,1 bath,1.0,1320.4675313807531,5,1125,0,4,5.0,f,0.07
33712293,140407699,71.55430761099366,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,5,1 bath,4.0,1320.4675313807531,5,1125,0,4,4.0,f,0.07
49421682,370612099,57.0,f,1.0,t,t,Indre By,Entire townhouse,Entire home/apt,5,1 bath,5.0,3500.0,4,1125,166,13,5.0,f,0.43
661569146542461184,5769486,38.0,f,2.0,t,t,Nørrebro,Entire condo,Entire home/apt,6,1 bath,3.0,1250.0,3,365,4,15,4.93,f,0.86
601083484577389233,348434900,99.0,f,3.0,t,t,Nørrebro,Camper/RV,Entire home/apt,4,1 bath,3.0,1000.0,4,365,365,0,4.818525443935496,t,0.7332381191537447
760192981136738876,18064064,83.0,f,3.0,t,f,Bispebjerg,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,1,365,0,9,4.67,f,0.67
34163326,140596498,78.0,f,1.0,t,t,Østerbro,Entire rental unit,Entire home/apt,3,1 bath,2.0,600.0,2,7,0,34,4.77,f,0.6
33784395,185886947,44.0,f,2.0,t,t,Amager Vest,Entire rental unit,Entire home/apt,3,1.5 baths,1.0,1320.4675313807531,2,1125,0,20,4.8,t,0.35
884724710716949161,513285766,100.0,t,1.0,t,t,Brønshøj-Husum,Private room in villa,Private room,2,1.5 baths,2.0,550.0,1,365,258,55,4.82,f,6.99
35799804,9288939,83.0,f,2.0,t,t,Amager st,Entire rental unit,Entire home/apt,2,1 bath,1.0,1320.4675313807531,4,730,0,14,4.79,f,0.26
638094770923675897,23082508,100.0,f,2.0,t,t,Frederiksberg,Entire condo,Entire home/apt,2,1 bath,1.0,1200.0,1,30,0,10,5.0,f,0.56
41425759,40176541,99.0,t,1.0,t,t,Amager Vest,Private room in condo,Private room,2,1 shared bath,2.0,414.0,1,60,26,80,4.95,f,2.59
790502429704529610,21973387,95.0,t,1.0,t,t,Frederiksberg,Private room in condo,Private room,1,1 shared bath,1.0,442.0,1,365,19,55,4.87,f,4.63
960107919371444586,532402666,67.0,f,1.0,f,t,Vanløse,Private room in rental unit,Private room,2,1 bath,1.0,600.0,1,365,266,2,4.5,f,0.74
986698775541560207,30551701,92.0,f,2.0,t,t,Vesterbro-Kongens Enghave,Private room in rental unit,Private room,2,1 bath,1.0,468.0,2,8,26,5,5.0,t,1.63
48389942,390629867,100.0,f,1.0,t,t,Vanløse,Private room in villa,Private room,4,1 private bath,2.0,330.0,1,1125,274,131,4.68,f,3.91
996819848267528292,536398649,100.0,f,2.0,t,f,Indre By,Private room in rental unit,Private room,2,4.5 shared baths,2.0,323.0,1,365,24,1,4.0,t,1.0
614317846820976960,53072620,80.0,f,3.0,t,t,Frederiksberg,Private room in condo,Private room,2,1 shared bath,1.0,681.0,29,200,270,0,4.818525443935496,f,0.7332381191537447
40483997,198055981,71.55430761099366,f,1.0,t,t,Vanløse,Entire rental unit,Entire home/apt,2,1 bath,1.0,580.0,2,10,31,45,4.8,f,0.95
51766649,2492967,98.0,t,4.0,t,t,Amager Vest,Private room in condo,Private room,2,1 shared bath,1.0,440.0,1,62,127,32,4.91,t,1.13
40839070,31867239,99.0,t,9.0,t,t,Valby,Private room in home,Private room,2,1 shared bath,2.0,775.0,1,14,210,78,4.95,f,2.69
1015769391730352890,35856715,73.0,f,6.0,t,t,Amager Vest,Private room in rental unit,Private room,2,1 bath,1.0,437.0,1,365,148,0,4.818525443935496,f,0.7332381191537447
38354691,3545320,33.0,f,3.0,t,t,Valby,Entire home,Entire home/apt,4,2 baths,2.0,1100.0,6,20,56,2,5.0,f,0.11
895578842658702304,59872460,57.0,f,3.0,t,t,Amager Vest,Private room in home,Private room,2,Half-bath,1.0,866.0,1,365,88,12,4.92,f,1.79
44229862,356149578,100.0,f,1.0,t,t,Frederiksberg,Entire rental unit,Entire home/apt,2,1 bath,1.0,697.0,4,25,14,89,4.45,t,2.13
1085429,5967054,71.55430761099366,f,1.0,t,t,Valby,Entire home,Entire home/apt,6,2 baths,4.0,1000.0,3,14,0,7,4.86,f,0.07
51005133,18316908,41.0,f,1.0,t,t,Brønshøj-Husum,Entire condo,Entire home/apt,2,1 bath,1.0,446.0,1,365,141,13,4.77,f,0.5
7125620,37323395,0.0,f,4.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,4,1 bath,3.0,1500.0,7,14,263,32,4.78,f,0.41
39186014,50300434,100.0,t,1.0,t,t,Vanløse,Entire rental unit,Entire home/apt,3,1 bath,3.0,950.0,2,31,146,54,4.87,t,1.27
43439850,185357998,56.0,f,1.0,t,t,Valby,Entire rental unit,Entire home/apt,2,1 bath,2.0,523.0,1,1125,43,5,4.4,f,2.46
1143581,6270331,100.0,t,6.0,t,t,Østerbro,Entire condo,Entire home/apt,4,1 bath,1.0,1500.0,3,1125,40,61,4.87,t,1.0
654037472437448325,1990126,100.0,t,3.0,t,t,Vesterbro-Kongens Enghave,Entire condo,Entire home/apt,2,1 bath,2.0,730.0,4,10,102,11,4.82,f,0.65
995435026278099658,540322474,100.0,f,11.0,t,t,Østerbro,Entire rental unit,Entire home/apt,6,1 bath,3.0,1579.0,1,365,353,5,4.8,t,4.69
3101828,15770374,100.0,f,2.0,t,f,Brønshøj-Husum,Private room in rental unit,Private room,3,1.5 baths,1.0,799.0,3,30,177,1,5.0,f,0.22
556366083739980782,215394142,67.0,f,2.0,t,t,Østerbro,Entire rental unit,Entire home/apt,3,1 bath,2.0,960.0,3,40,200,5,4.6,f,1.1
1016684666466512983,473058719,100.0,f,7.0,t,t,Indre By,Entire rental unit,Entire home/apt,9,1 bath,3.0,1736.0,2,365,354,3,5.0,t,2.65
865929397209556620,48570443,17.0,f,1.0,t,t,Østerbro,Entire rental unit,Entire home/apt,2,1 bath,1.0,900.0,5,30,358,0,4.818525443935496,f,0.7332381191537447
659301318345439036,8939128,100.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,2,1 bath,1.0,835.0,5,21,336,0,4.818525443935496,f,0.7332381191537447
917289179256324165,17580776,87.0,f,6.0,t,t,Indre By,Entire rental unit,Entire home/apt,4,1 bath,2.0,1195.0,1,8,100,15,4.67,f,2.45
641050578816264359,88792202,100.0,f,1.0,t,t,Indre By,Entire condo,Entire home/apt,4,1 bath,3.0,1200.0,4,20,31,3,5.0,t,0.17
872192372062021637,28554229,56.0,f,3.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,3,1 bath,2.0,700.0,3,8,353,3,4.67,f,0.37
27488317,177005270,47.0,f,2.0,t,f,Østerbro,Entire condo,Entire home/apt,6,1 bath,4.0,1400.0,4,1125,254,3,5.0,f,0.69
654311565223307326,42590038,100.0,f,1.0,t,t,Nørrebro,Entire condo,Entire home/apt,2,1 bath,1.0,1266.0,1,1125,90,13,4.62,t,0.71
836344812534252953,801124,21.0,f,5.0,t,t,Indre By,Entire rental unit,Entire home/apt,5,1 bath,4.0,2000.0,4,20,328,2,5.0,f,0.23
39132092,36262180,100.0,f,1.0,t,t,Indre By,Entire condo,Entire home/apt,3,1 bath,1.0,1700.0,3,1125,7,7,5.0,f,0.14
47897718,2880048,56.0,f,2.0,t,t,Østerbro,Entire rental unit,Entire home/apt,2,1 bath,1.0,970.0,5,21,173,8,4.88,f,0.41
724387855406247992,23653068,89.0,f,1.0,t,f,Nørrebro,Entire condo,Entire home/apt,4,1 bath,1.0,1000.0,3,1125,9,22,4.64,f,1.52
1022343563078952263,161290063,100.0,f,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,3,1 bath,2.0,1000.0,3,365,22,2,5.0,f,1.87
35394954,12918798,100.0,f,1.0,t,t,Østerbro,Entire condo,Entire home/apt,3,1 bath,2.0,1050.0,5,20,9,4,5.0,f,0.08
34364582,7031283,100.0,t,1.0,t,t,Østerbro,Entire condo,Entire home/apt,3,1 bath,1.0,900.0,2,1125,11,60,4.93,f,1.09
597064060686046804,4432456,71.55430761099366,f,3.0,t,t,Indre By,Entire condo,Entire home/apt,5,1 bath,3.0,2000.0,3,365,76,0,4.818525443935496,f,0.7332381191537447
1035982784242842859,476365100,100.0,f,1.0,t,t,Østerbro,Entire condo,Entire home/apt,2,1 bath,2.0,964.0,1,1125,7,1,4.0,f,1.0
32130320,38139312,82.0,t,1.0,t,t,Østerbro,Private room in rental unit,Private room,2,1 shared bath,1.0,495.0,3,14,13,64,4.95,f,1.08
548475306763081409,437864658,99.0,f,767.0,t,t,Østerbro,Entire rental unit,Entire home/apt,4,1 bath,2.0,757.0,1,1125,0,29,4.17,t,0.62
916480442740569155,49554946,100.0,f,1.0,t,t,Indre By,Entire rental unit,Entire home/apt,2,1 bath,1.0,1200.0,3,365,17,4,5.0,f,0.7
768648026768229614,80918684,78.0,f,3.0,t,t,Indre By,Boat,Entire home/apt,6,3 baths,6.0,2500.0,2,365,365,0,4.818525443935496,f,0.7332381191537447
14028459,24840904,0.0,f,1.0,t,t,Østerbro,Entire rental unit,Entire home/apt,4,Half-bath,2.0,600.0,4,14,169,38,4.76,f,0.42
588414833106029871,10186179,0.0,f,1.0,t,t,Indre By,Entire condo,Entire home/apt,4,1 bath,4.0,1250.0,4,365,353,0,4.818525443935496,f,0.7332381191537447
798636838468004583,494689696,91.0,f,1.0,t,f,Østerbro,Entire rental unit,Entire home/apt,5,1 bath,3.0,1400.0,4,30,47,7,4.86,f,0.79
728135646943177161,12734467,56.0,f,1.0,t,t,Østerbro,Entire condo,Entire home/apt,4,1 bath,2.0,1514.0,2,365,131,6,4.83,f,1.45
846252983247627660,63050373,30.0,f,3.0,t,t,Østerbro,Private room in rental unit,Private room,2,1 shared bath,1.0,400.0,2,14,79,1,5.0,f,0.12
548794243935703040,437864658,99.0,f,767.0,t,t,Indre By,Entire rental unit,Entire home/apt,10,1 bath,5.0,1412.0,1,1125,0,53,4.24,t,3.15
653614392382583003,141278885,75.0,t,4.0,t,t,Indre By,Entire condo,Entire home/apt,2,1 bath,1.0,2643.0,2,14,83,41,4.98,f,2.25
51428699,114154523,100.0,f,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,4,1 bath,2.0,857.0,4,50,8,17,4.76,f,0.59
1049793084534135252,506439251,0.0,f,1.0,t,t,Vesterbro-Kongens Enghave,Entire rental unit,Entire home/apt,2,1 bath,1.0,871.0,3,10,256,0,4.818525443935496,f,0.7332381191537447
29498283,222156570,80.0,t,1.0,t,t,Indre By,Entire condo,Entire home/apt,5,1.5 baths,3.0,2139.0,3,23,138,9,4.89,f,0.64
30368020,100952647,73.0,f,2.0,t,t,Vesterbro-Kongens Enghave,Private room in rental unit,Private room,2,1 shared bath,1.0,700.0,2,1125,89,30,4.7,f,0.49
53319846,326116887,73.0,t,1.0,t,t,Indre By,Entire condo,Entire home/apt,4,1 bath,2.0,2200.0,4,1125,225,17,4.94,f,0.81
987377156640728665,64767327,60.0,f,1.0,t,t,Østerbro,Entire rental unit,Entire home/apt,2,1 bath,1.0,1100.0,1,20,69,2,5.0,f,1.82
778119234105211268,155721400,100.0,f,3.0,t,t,Indre By,Entire rental unit,Entire home/apt,4,1 bath,1.0,2749.0,3,1125,363,7,4.86,f,0.99
23743061,106546548,95.0,f,1.0,t,t,Indre By,Entire rental unit,Entire home/apt,2,1 bath,1.0,1086.0,5,80,0,131,4.84,f,1.87
802123836237223182,90961310,61.0,f,1.0,t,t,Nørrebro,Entire rental unit,Entire home/apt,4,1 bath,2.0,790.0,4,14,336,8,4.75,f,1.22
